Question,Answer
Why has the appointment of Jahanzeb Khan caused controversy?,"The appointment has caused controversy because he is a District Management Group (DMG) officer, not a diplomat, and is being appointed as an Ambassador."
What is the position taken by Tasneem Noorani on Jahanzeb Khan's appointment?,"Noorani defends Jahanzeb's appointment and believes that the trade-related performance of an embassy official should be the main criteria for judging their worth. However, this reasoning is challenged by the fact that Pakistan's trade targets were never achieved."
What is the writer's opinion on the appointment of retired military personnel as ambassadors?,"The writer questions the appointment of retired military personnel as ambassadors, arguing that they have little expertise in diplomacy. However, the writer also points out that Foreign Service Officers have remained silent on this issue when military rulers made such appointments in the past."
What caused bitterness in US-Russia relations during the 1990s?,Russian interests were ignored by the US in East Europe and NATO's incorporation of former Soviet states showed the US could not liberate itself from Cold War thinking and continued with policy formulation in terms of us versus them.
What agreements were made between Obama and Medvedev in Moscow?,They agreed to let the US fly troops and weapons across Russian territory to Afghanistan and signed an agreement to substantially reduce their nuclear arsenal.
What is the thorniest issue likely to plague the relations of the US and Russia?,The basing of a proposed US missile defence in Poland and the Czech Republic.
What is the reason for the West being accused of waging a war against Muslims?,"The West is accused of waging war against Muslims as a continuation of the Crusades which were a war of Christianity with Islam, as it wishes Muslims to complete their conversion to the same paganism."
What is the difference between Western and Islamic belief systems?,"The main difference between Western and Islamic belief systems is that Western man no longer was willing to be judged by the Almighty as was Islamic man and thus made humanism the ultimate good. Within the Muslim scheme of things, life is a test with Judgement at the end and life itself is not significant if a favorable Judgement is to be obtained."
What led to the invasions of Afghanistan and Iraq?,The invasions of Afghanistan and Iraq were not about security for the West against terrorism or about access to energy sources but about belief systems. The West wishes for Muslims to become pagan in the same way while nominally subscribing to a revealed religion.
Who did President Obama mention in his visit to Moscow?,"President Obama talked about Iraq, Palestine, Afghanistan, the Taliban, and Iran during his visit to Moscow."
How does the poverty in America compare to the poverty in Pakistan?,"The poverty in America is less severe than the poverty in Pakistan, according to the author. Poor Americans can still afford ordinary necessities and do not face the same level of destitution as poor Pakistanis."
What solution to poverty does the author suggest?,"The author suggests importing American poverty on a large scale to distribute among the poor in Pakistan, which would allow them to escape extreme poverty and improve their living conditions. However, this solution is presented as a sarcastic comment on the severity of poverty in Pakistan and the lack of effective solutions from the government."
What decision did the Supreme Court suspend in Pakistan?,The Supreme Court suspended the levy on petroleum which the administration had sought to recoup over 120 billion in revenues in the next fiscal year.
Why did the promulgation of an Ordinance during the court case create a constitutional issue?,It is an elementary principle of judicial and legal propriety demand that the promulgation of an Ordinance at a time when the case is in the court of law cannot be permitted.
What is the impact of the petrol levy on the country and its people?,"Since petroleum products constitute in one way or the other inputs in virtually all goods and services in common use, it is simple logic that the country is up for an across the board round of inflation."
What is causing concern for the returning IDPs?,The ongoing state of military operation and the consequent dangers the IDPs fear.
What does the spread of the terror network to Southern Punjab add to the saga of the menace?,A chilling dimension.
What needs to be done to effectively deal with the cancer of militancy?,A complete review of the ongoing state policies with regard to the manner and mechanism of confronting terrorism and its attending symptoms.
What were the two tones of the present unrest in Xinjiang?,social inequality and the Islamic Resurgence.
What is the current state of Pakistan's India policy?,"The current state of Pakistan's India policy is marred by lack of clarity about assumptions, goals, and strategy."
What are the two extreme tendencies regarding relations with India in Pakistan?,The two extreme tendencies are Indophobes who view India as always hostile and Indophiles who absolve India of any blame for past conflicts.
What should be the starting point in reformulating Pakistan's India policy?,"The starting point should be the recognition that peace between India and Pakistan, both nuclear powers, is a strategic compulsion, and disputes should be resolved through dialogue and negotiations rather than force. Confidence building measures and trade cooperation should be a part of any scheme for peaceful management of relations."
Who was nominated for the US Supreme Court by President Obama?,Sonia Sotomayor was nominated by President Obama for the US Supreme Court.
When is the Senate Judiciary Committee expected to vote on Sotomayor's nomination?,The Senate Judiciary Committee is expected to vote on Sotomayor's nomination by the end of July.
What expertise does Sotomayor possess that distinguishes her from other judges in the US Supreme Court?,"Sotomayor possesses expertise in nearly all aspects of law and at almost every level of the US judicial system, which is more dynamic than the experience of any judge currently sitting in the US Supreme Court."
"What is the theme of ""A Declaration of the Independence of Cyberspace"" by John Perry Barlow?",The theme is that political governments do not have any jurisdiction whatsoever in the cyber domain and should not be allowed to interfere with the freedom of expression on the internet.
Why did the Musharraf regime repromulgate the Cyber Crimes Prevention of Electronic crimes Ordinance 2008?,"The regime realized the real danger which lies in free and uncensored usage of the cyber space, which cannot be monitored and regulated easily and can be used to mobilize antigovernment protests."
"What are the changes in the ordinance after the amendments, and what is their motive?","As per these amendments in the ordinance, sending indecent, provocative, and ill-motivated messages through emails and SMS is an offense that entails an imprisonment of 14 years along with the confiscation of property. The motive seems to be to quell the right to freedom of expression in the country in the name of national interest as has been the proclivity of the previous governments."
What happened to Pfc Bowe R. Bergdahl?,"According to the details released by the US, he was a drunk soldier who had escaped his garrison during a patrol."
What is the sentiment of the local fighter towards the ongoing occupation in Afghanistan?,"The local fighter feels badly wronged by the ongoing occupation and believes that time is on his side. He is bolstered by the conviction that, as per history, foreigners would decamp with heavy losses."
What did Robert Gates ask the troops to do in light of losing support for the Afghanistan war?,"Robert Gates, the Defence Secretary, asked the troops to gird up their loins and warned that the US would wait for a year to see if it can clinch a win."
What is the significance of the meeting between the prime ministers of India and Pakistan in the margins of the NAM conference at Sharm ElSheikh?,The meeting in the margins between the prime ministers of India and Pakistan at the NAM conference overshadowed the deliberations of the conference.
Why has the joint statement issued by the Indian and Pakistani leaders faced criticism?,The joint statement has faced criticism in some quarters for being viewed as an unnecessary concession by India on some key issues.
What is the potential outcome of the resumed dialogue between India and Pakistan?,"The previous governments of India and Pakistan engaged in backchannel diplomacy that brought them close to an agreement on contentious issues. If the dialogue between the two countries continues, it is entirely conceivable that discussions can be resumed from where they were left off."
What is the mandate of the International Independent Inquiry Commission IIIC appointed by UN Secretary General?,Its mandate does not allow it to hold a criminal investigation. It will thus confine itself only to determining the facts and circumstances which led to the tragic death of Benazir Bhutto.
What are the important clues that suggest who could be responsible for Benazir Bhutto's assassination?,The important clues include remarks by Benazir Bhutto regarding those who wanted to harm her and the names of three individuals she talked about in her interview with David Frost.
What could happen if the PPP government fails to gather evidence to help the commission reach the right conclusions?,"Failure in this respect will strengthen the view that Mr Zardari is not interested to find out the killers, and all that Mr Zardari wants is a clean investigation to close the case."
What is one reason why the impact of the Muslim community in America is not equal to its numbers?,One reason is the impression among some that life has little connection with politics or that they can do little to shape life's direction in the face of unfriendly political forces.
"How is the issue of the Muslim community's impact in America related more to aspirations, ambitions, and attitudes rather than formal education received?","The literacy rates among the US-born Muslim youth are almost 100 percent, but the proportionate impact is still lacking. The issue may be related more to aspirations, ambitions, and attitudes rather than the extent of formal education received."
What is the author's viewpoint about the passivity and self-imposed divisions within the Muslim community in America?,"The author believes that passivity is a luxury the Muslim community in America cannot afford, and self-imposed divisions among themselves along sectarian and ethnonational lines limit their progress. The youth, in particular, have to put themselves out there and stamp their presence in the arena of ideas."
What earned Ahmadinejad tremendous fame after his first victory in 2005?,His first victory after the presidential elections in 2005 earned him tremendous fame.
What is the focus of the ongoing street protests after Ahmadinejad's second victory in the 2009 election?,"There is a lot of talk in the US and the West of an alleged poll rigging. Propaganda pundits are at work, and some Western nations are concerned about what is happening in the streets of Iran."
What is the most crucial factor for the Iranian people according to the author?,The most crucial factor for the Iranian people is to prevent any military attack in the offing and Ahmedinjad's name appears synonymous with Iran's nuclear program. He is the man who pushed Iran's case on the nuclear issue internationally.
What is America's attitude towards countries developing atomic weapons?,"America is furious if a country wants to become a nuclear power, but if it does become one, American fury goes to sleep."
Which countries have already developed atomic weapons?,"France, Britain, China, Russia, and America herself are among the countries that have already developed atomic weapons."
What is the view of America on the bombs held by Permanent Members of the Security Council?,"America views the bombs held by Permanent Members of the Security Council as innocent bombs that are a guarantee of world prosperity, whereas the bombs being developed by Iran and North Korea would be a guarantee of world destruction."
What is the state of law and order in Pakistan according to the paragraph?,"The paragraph suggests that law and order is undermined by corrupt and incompetent politicians who act in their own interests. Riots and other forms of public violence are rampant, with citizens feeling little wrong about causing mayhem and property destruction."
Who is responsible for law and order in Pakistan?,"The triumvirate consisting of the president, prime minister, and interior minister, as well as their federal and provincial cabinet members, are ultimately responsible for law and order in Pakistan according to the paragraph. However, they are depicted as acting primarily in their own self-interests."
What is the author's opinion on Pakistani politicians and leadership?,"The author has a very negative opinion of Pakistani politicians and leadership, describing them as dishonest, nepotistic, and untruthful. They are depicted as lacking integrity and commitment to national well-being, with a focus on personal gains. The author suggests that this situation results from a trend set from the top of society that trashes any semblance of law and order."
What countries did Vice President Joe Biden of the US visit?,Joe Biden visited Georgia and Ukraine.
What challenge did the former Soviet republics of Georgia and Ukraine face?,They faced Russian pressure when they tried to get closer to the European Union and reduce dependence on Moscow.
What was President Obama's long-term vision for global issues?,"His vision was to prioritize the real challenges of poverty, climate change, and environmental degradation while also attempting to abolish nuclear weapons and banning nuclear proliferation through a seachange in global perceptions."
What is the House of Representatives and what led to its dissolution?,"The House of Representatives is the lower house of the Japanese Diet Parliament, and it was dissolved on July 21 by Prime Minister Taro Aso."
Who was conspicuous by his absence at Sharm El-Sheikh?,"The Foreign Minister, Makhdoom Shah Mehmood Qureshi, was conspicuous by his absence at Sharm El-Sheikh."
What is the story behind Makhdoom Shah Mehmood Qureshi's absence from the delegation at Sharm El-Sheikh?,The story goes that he dropped out of the delegation when he came to know that it would be led by the Prime Minister rather than the President.
Who turned up at Sharif Palace for crucial talks during the meeting between Mr. Gilani and his Indian counterpart at the NAM Summit?,Makhdoom Shah Mehmood Qureshi turned up at Sharif Palace for crucial talks with Mian Nawaz Sharif et al during the meeting between Mr. Gilani and his Indian counterpart at the NAM Summit.
What is China's current foreign policy strategy?,China's foreign policy is based on the philosophy of friendship with all countries. Its strategic vision is to continue business relationships and promote economic benefits.
How has China's economy grown in recent years?,"China has been on a path of peaceful development and opened up to pursue a policy of engagement, which has led to a rapid growth in its economic sector. It is estimated to be equal to the USA by 2027 and double by 2050."
What are the USA's grand design and strategic game in South Asia?,"The USA's grand design is to contain Russia through NATO and Israel, and to control the oil wealth for its prosperity. They are now preparing India to send its forces to create stability in Afghanistan so that they can sustain their strategic interests of controlling the oil and gas-rich reservoirs in Central Asia besides containing Iran and China."
What is the most important factor in Pakistan today?,The most important factor in Pakistan today is its economy.
What is the dominant trend in Pakistani history?,"Historically speaking, Pakistan has a purely political economy. It flourishes only when our interests are in line with that of the West, primarily the US, and our economy suffers whenever we go against their interests or are isolated."
What is the new US administration under President Obama actively doing to assist Pakistan on various issues?,The new US administration under President Obama has actively begun to assist Pakistan on various issues. This aid is already being dispersed to Pakistan and will continue to be a primary source of income aimed at making Pakistan effectively combat terrorism.
Who are the ambassadors appointed by Western governments to deal with the conflict in Afghanistan and Pakistan?,"British PM Gordon Brown named Ambassador Sherard CowperColes, German Chancellor Angela Merkel nominated Bernd Mtzelburg and French President Nicolas Sarkzy has appointed lawmaker Thierry Mariani."
What is the function of the Afghanistan and Pakistan Support Group according to the paragraph?,The Afghanistan and Pakistan Support Group is coordinating the efforts of the states and international organizations to give further impetus to development in the region and to dovetail the activities of individual states in support of the work of the UN more effectively.
What was the response of Richard Holbrooke when asked by journalists in Islamabad why Hillary Clinton was visiting India for five days but Pakistan had to make do with Ambassador Holbrooke only?,"Reportedly, his response was that Hillary was on a planned tour of India and would like to visit Pakistan in a planned manner rather than make an adhoc stopover."
What is Mr Pervez Musharraf being summoned to the Supreme Court for?,"Mr Pervez Musharraf is being summoned to the Supreme Court to defend himself before a 14-member bench on the PCO Presidential Constitutional Order, NRO National Reconciliation Ordinance, and other charges."
What was the NRO National Reconciliation Ordinance?,"The NRO National Reconciliation Ordinance allowed total indemnity to Ms Benazir Bhutto, her husband Asif Ali Zardari, Mian Nawaz Sharif, and his brother Shahbaz Sharif, as well as all their associates including politicians and bureaucrats, from all charges of corruption and criminal misconduct pending in the courts of law for over a decade."
Why is Mr Musharraf being held accountable by the Supreme Court?,"Mr Musharraf is being held accountable for his actions as an ex-army general and former head of state, by the country's highest court, which he had previously treated with utter contempt and humiliated and punished without any reasonable cause. He is likely to go on trial and be punished if found guilty."
What was the Establishment Plan and when was it launched?,The Establishment Plan was launched in 1951 with the assassination of the first prime minister of the largest Islamic Democracy.
What were the consequences of Ayub Khan's rule in Pakistan?,"Under Ayub Khan's rule, Pakistan became a debtor nation with major compromises on sovereignty, and loans for building dams acquired from the World Bank were not fully utilised, resulting in a major electricity and water crisis."
What did Zulifkar Ali Bhutto's Peoples Party stand for?,"Zulifkar Ali Bhutto's Peoples Party stood for democracy, social equality, and Islam."
"What is the significance of the ""civil society"" in Pakistan?",It is a segment of society that praises the independence of the judiciary.
What did the Chief Justice of the Lahore High Court say about Pervez Musharraf?,He said that Musharraf should be punished for his unconstitutional steps.
What are some matters that need to be probed in Pakistan?,"The 2007 deal between Pervez Musharraf, USA, and Benazir Bhutto, the deal made with Benazir Bhutto's widower after her assassination, and the NRO and its beneficiaries."
What does Samuel P Huntington say about the Western world's victory?,"According to the paragraph, Samuel P Huntington says that the Western world won by its superiority in applying organized violence, not by the superiority of its ideas or values or religion."
Why did the West invade Iraq even though it had no link to the WTC destruction?,"The paragraph suggests that the West invaded Iraq because it had energy resources and strategic importance, and the occupation of a country entails blood, death, and body bags. Moreover, the US attacked Afghanistan despite the FBI having no hard evidence connecting Bin Laden to 911."
"What is the current situation in Afghanistan, according to the paragraph?","Despite the rhetoric of Messrs Brown and Milibands that troops would remain there to secure British lives in the UK, the situation in Afghanistan has begun to change, and the Panther's Claw operation envisioned to put down resistance in Southern Afghanistan has run aground. Both Britain and the US have decided to open talks with the Taliban, even the moderate Taliban, and they consider an exit strategy."
Who headed the 14member Larger Bench of the Supreme Court of Pakistan and what was their judgement about?,"The Chief Justice Iftikhar Muhammad Chaudhry headed the 14member Larger Bench of the Supreme Court of Pakistan and they delivered an epoch making judgement on July 31, 2009, heralding a revolutionary departure from the past constitutional verdicts declared by this honourable court."
What was the judges case and how did it provide the first opportunity to test the mettle of the Apex court?,The judges case provided the first opportunity in the eyes of the man on the street to test the mettle of the Apex court.
How did the sweeping change by one stroke of the pen affect the judiciary of Pakistan?,"All PCO judges 88 in number, including those adorning Supreme Court Bench, have been sent packing. The December 2007 emergency and all steps flowing out of it from November 3 to December 15, 2007, as ordered by former President Musharraf, have been declared unconstitutional. Abdul Hameed Dogar has been declared unconstitutional chief justice in the present historic verdict. The Islamabad High Court has also been abolished."
What is the Joint communiqu and why is it significant?,The Joint communiqu released at the sidelines of NAM summit was refreshing and long overdue in delinking the composite dialogue from the Mumbai occurrence. It signifies a step towards better Pak-India relations.
What are the driving factors of India’s Pakistan policy according to the paragraph?,"Lack of consistency and succumbing to expediency are the driving factors of India’s Pakistan policy that appears to have only one constant underwriter, opportunism."
What is the need for a bilateral standing commission between India and Pakistan?,"The need is to handle emergent situations under an institutional umbrella, contain the crisis and avoid conflagration on the onset of a situation, and later objectively determine causes and recommend measures to avoid repetitions."
What is the importance of change in development?,Development is all about change and remaining static and living in the past cannot bring about change.
How did Pakistan develop in the telecom sector?,Pakistan developed in the telecom sector once the government monopoly was removed and the private sector was allowed to fill the gap.
What is the main battle in the fight for local government empowerment?,"The main battle is about sharing power and is being fought at two levels: between elected officials and local representatives of different political parties, and between bureaucrats and local elected representatives."
Who are the accused in the murder case of Professor H S Sabharwal?,The accused in the murder case of Professor H S Sabharwal are Akhil Bhartiya Vidyarthi Parishad (ABVP) activists.
Why is the Bharatiya Janata Party (BJP) going downhill according to the author?,"The BJP is going downhill because people are increasingly feeling that it cannot protect the rule of law and it is seen as defending crime, like the murder of Sabharwal, the carnage in Gujarat, or the demolition of the Babri Masjid."
What is the warning given by the Sabharwal murder case?,"The Sabharwal murder case warns that culprits can get away after committing heinous crimes, and that if the nation is to preserve the fundamental values of a democratic society, every person, whether politician, public functionary, or private citizen, must display a degree of vigilance and willingness to sacrifice."
Who is ShirinFarhad?,ShirinFarhad is a character from a story about a stonecutter who killed himself because the woman he loved was reported to have died.
What is the symbolic significance of Farhad?,Farhad has become a symbol of absolute commitment both in ordinary parlance and in the vocabulary of Sufism.
What do Ghalib and Iqbal think of the story of ShirinFarhad?,"Ghalib and Iqbal have their own perspectives on the story of ShirinFarhad, but the masses still regard Farhad as a simple and complete lover for whom a life without Shirin is a life without a reason to be."
What was the decision made by the Supreme Court and how has it been received throughout the country?,"The decision by a 14-member bench of the Supreme Court to nullify the proclamation of Emergency by General Musharraf as Chief of Army Staff, the appointment of PCO judges, and other steps taken on November 3, 2007 has been hailed throughout the country as a landmark verdict with far-reaching consequences in the future."
Why was the decision by the Supreme Court not unexpected?,"The decision, however, was not unexpected as all segments of civil society have been agitating against the unconstitutionality of Musharraf's actions during a lawyer's campaign for the restoration of the judiciary and were rightly expecting the quashing of those steps by the restored judiciary."
Can the recent Supreme Court decision prevent military coups in the future?,"Some of the experts and public figures have even been heard saying that the decision is a warning for the would-be military adventurers and would deter them from violating the constitution by staging coups against the representative governments. However, the writer has doubts that a moral victory against the elements inimical to constitutional rule in the country can be a guarantee against future indiscretions by some power-hungry generals."
What are some of the challenges faced by Pakistan?,"Pakistan faces both natural and manmade shocks and challenges such as corruption, military adventures, and pessimism among the people."
Why are demonstrators damaging substations and PMTs in Pakistan?,"The main problem of power outage in Pakistan stems from high demand and low power generation, which lead to load shedding. The unimproved distribution network further exacerbates the problem. Demonstrators who damage substations and PMTs only create further delays in the restoration of electricity as well as adding to the capital costs of the power utility operating in their area."
What is the solution to the problem of electricity shortage in Pakistan?,"Proper planning should be done to increase the capacity of power generation so that demand and supply meet the equilibrium before higher tariffs can be expected to come down. The critics should open their minds and think rationally, realizing that a consumer cannot dictate terms when faced with a shortage. Laws of demand and supply should dictate the prices. If we have power available, industries would run, tubewells would help irrigate lands, and services could focus on improving their effectiveness."
What are the two struggles that have shaped the history of Pakistan?,The two struggles that have shaped the history of Pakistan are the struggle for independence and the struggle for survival.
How has the focus of Pakistan's national security policies changed since the 1970s?,"Since the Soviet invasion in Afghanistan in the 1970s, the focus of Pakistan's national security policies has been on maintaining strategic depth beyond the western borders."
Why is it important for political parties to support the military operation in Swat and Malakand?,"It is important for political parties to support the military operation in Swat and Malakand because political confusion can allow extremists time to regroup, which can make it more difficult to complete the operation and rehabilitate the internally displaced people."
What social problems are caused by the obsession with keeping up appearances?,The obsession with keeping up appearances leads to many social problems.
How has the trend of keeping up appearances invaded the political sphere?,The trend of keeping up appearances has invaded the political sphere as dominant elites go overboard in propping up hollow men and foisting them on the nation just to maintain the mask of democracy.
What cultural weakness does the fixation with the facade of outward show reflect?,"The fixation with the facade of outward show reflects a deep cultural weakness according to the writer, Albert Einstein's message is relevant today as it was years ago when he said, ""If most of us are ashamed of shabby clothes and shoddy furniture, let us be more ashamed of shabby ideas and shoddy philosophies""."
What did the recent Supreme Court judgement in Pakistan relate to?,"The decision related to the judges case, although it had far-reaching implications."
What exceptions were made by the Supreme Court in the judges case?,"The Supreme Court made exceptions that allowed or regularised acts of the past government which were genuinely in the national interest, such as holding general elections and the oath of office to the president."
What action is now mandatory with regard to the ordinances issued by the dictator?,"Review and action by the Parliament on the sustainability or otherwise of the 37 ordinances issued by the dictator is now mandatory within a period of 120 days, including the one pertaining to the NRO."
Who was responsible for giving a new turn to Pakistani politics in 2007?,CJ Iftikhar Chaudhry.
What was the result of the violence in Christian Colony on July 31 and August 1?,The violence resulted in the death of nine people and burning of over sixty five homes in Christian Colony.
Why is the government faced with a challenging task after the incident in Christian Colony?,The government is faced with a daunting challenge of arresting the spread of religious extremism by a miniscule minority of illiterates who are bent upon imposing their decadent script on a vast majority of peace loving people.
What is the responsibility of all people to prevent the occurrence of heinous acts such as that in Christian Colony?,"The responsibility devolves on the shoulders of all people who have to respond with one voice of religious tolerance and peaceful coexistence among all segments of the society, irrespective of the distinction of class, colour, or creed."
What is the AfPak strategy and what are its main objectives for Pakistan?,"The AfPak strategy is a policy designed to fight AlQaeda and Taliban in Afghanistan and Pakistan. Its main objectives for Pakistan include disrupting, dismantling, and defeating AlQaeda and its safe havens, assistance for a civilian control and a democratic government, and help building up the economic structures."
What are the differences in Pakistan and Afghanistan's security concerns according to Teresita C Schaffer?,"According to Teresita C Schaffer, while the United States and Afghanistan are particularly concerned about the Taliban crossing back and forth across the Pakistan border, Pakistan is more concerned with stopping internal terrorism caused by suicide bombings and the seizure of territory within the country by insurgents."
What is the KerryLugar legislation and how much aid is given annually to Pakistan?,The KerryLugar legislation is a bill that gives Pakistan $1.5 billion annually for five years to improve its social and economic structures. It includes military aid of $400 million annually for 2010-2013 with a condition that the administration certifies Pakistan's commitment to combat militants.
What is the Supreme Judicial Council doing in response to the recent sacking of judges in Pakistan?,"Answer: The Supreme Judicial Council is in session to take stock of the higher judiciary, including the apex court and high courts of the four provinces where judges have been sacked."
"What is the potential for a judicial crisis in Balochistan, and how was it averted?","Answer: All five judges of the Balochistan High Court resigned, which could have resulted in a judicial crisis. However, the crisis was averted by the timely appointment of a local advocate as Chief Justice."
What is the controversy surrounding Musharraf's violation of the constitution in Pakistan?,"Answer: The opposition leader has called for Musharraf to be put on trial for violating the constitution, and the Prime Minister has supported a unanimous resolution for his trial under Article 6 of the constitution."
What is the deal between the US and Russia regarding the transit of troops and arms to Afghanistan?,The deal represents a triumph for Obama's initiatives to redefine relations between the two countries.
"What is the US strategy towards Afghanistan and Pakistan, according to the paragraph?","The US believes in a military solution to the problem, which is considered a setback for those who thought there was a need to revisit the Bush Administration's militarycentric approach."
How does the writer view the military operation in Swat?,The writer thinks it is premature to claim victory and start repatriation of the IDPs. The military operation should have been supported by a military cantonment and complete restoration of the civil administration to avoid regrouping of the militants.
What structures can be found along Mall Road in Lahore?,"Answer: Several imposing architectural structures such as Aitchison College, the General Post Office, and the Mayo Hospital can be found along Mall Road in Lahore."
Why did the British introduce modern medical health facilities in India?,"Answer: The British introduced modern medical health facilities in India to protect the imperial soldiers and their families from disease and ill health, not for the welfare of the native Indians."
What were the results of a 1930s enquiry into the public health of villages in the subcontinent?,"Answer: According to the enquiry conducted by Major-General Sir John Megaw, one child out of every four died in infancy, two-thirds of the population was poorly nourished, 10 to 15 percent of the population was affected by venereal diseases, tuberculosis was increasing, and victims of malaria ranged between 50 to 100 million."
What is the per capita energy consumption of Pakistan compared to the world average?,The per capita energy consumption in Pakistan is approximately 500 KWh while the world average is 2500 KWh which is five times greater than Pakistan's.
What is the identified hydropower potential of Pakistan and how much has been exploited so far?,"Pakistan has an identified hydropower potential of 45000 MW, out of which only 15 percent (6500 MW) has been exploited."
What is the writer's suggestion to overcome Pakistan's electrical energy crisis?,The writer suggests that Pakistan must switch the bulk of its electricity supply mix to indigenous hydroelectric power which will save foreign reserves and promote self-reliance.
When did Pakistan and India gain their independence from British rule?,"Pakistan and India gained their independence in 1947, on August 14 and 15 respectively."
What is Hindutva and who promotes it in India?,"Hindutva is a nationalist ideology based on a modern day version of centralised intolerant Hinduism. It is promoted by a group of political organizations called the Sangh Parivar, consisting of the Rashtriya Swayamsevak Sangh, Bharatiya Janata Party, Vishwa Hindu Parishad, Shiv Sena, VHP of America, and Hindu Students Councils."
What does the Preamble to the Constitution of India state about the country's values and principles?,"The Preamble to the Constitution of India states that India is a sovereign socialist secular democratic republic that guarantees justice, liberty, equality, and fraternity to all its citizens regardless of their religion, culture, or background."
What was the intelligence report received by the government of Pakistan before the mob violence in Gojra?,The government had received information that the militants were switching from suicide bombings to inciting sectarian conflicts.
Who is being held responsible for the failure to control the mob during the incident in Gojra?,"The district police is being held responsible, but the political leadership of the district is also being questioned."
What is the writer's opinion about the incident in Gojra?,The writer considers the incident to be a brutal display of the strength of extremists and the need for the government to take action to protect national unity.
Who is John O. Brennen?,John O. Brennen is Obama's top advisor on counterterrorism.
What is Obama's approach to fighting Al-Qaeda and terrorism?,Obama's approach focuses on the safety of the American people as the single most important responsibility. He disapproves of tactics like waterboarding and works on nonproliferation of nuclear weapons to eliminate danger of attack. He also believes that political involvement is as important as combat operations against terrorism.
What are the consequences of poor governance in Pakistan?,"Poor governance in Pakistan can create new monsters and revive dying ones, and cause despair among people which is more dangerous than armed militants. This poses a peril for PPP."
What did Mian Nawaz Sharif want the armed forces of Pakistan to pledge?,Mian Nawaz Sharif wanted the armed forces of Pakistan to pledge that they would never violate the constitution and impose martial law in the country.
What is the history of the Pakistan Army's power in the country?,The Pakistan Army has always been the supreme power in the country and has ruled it whenever it so desired without being answerable to any person or institution.
How can martial laws be prevented in Pakistan?,"The only protection against martial laws is a strong civilian government which has full support of the people, which is honest and just and works devotedly for the welfare of the common man."
Who would judge the legitimacy of the NRO?,Experts would judge the legitimacy of the NRO.
What is the purpose of the Corporate Rehabilitation Ordinance (CRO)?,"The purpose of the CRO is to protect a select group of loan defaulters, utility bill defaulters, income tax defaulters, and sales tax defaulters."
What is Imran Khan's stance on corruption in government and blindly following American agenda?,Imran Khan has an unequivocal stand against corruption in government and against blindly following American agenda.
What was QuaidiAzam Muhammad Ali Jinnah's vision for Pakistan?,QuaidiAzam Muhammad Ali Jinnah envisioned Pakistan to be one of the greatest nations of the world.
"Has Pakistan been able to live up to the values of freedom, democracy, and human dignity?","It is unclear if Pakistan has been able to genuinely claim to be upholders of fundamental values of freedom, democracy, and human dignity."
What are some of the challenges that Pakistan faces as a nation?,"Pakistan faces challenges such as political crises, socioeconomic challenges, governance failures, and leadership miscarriages."
What is the significance of the historic judgement of July 31?,It led to a frenzied cry against General Pervez Musharraf and was about sorting out judges accused of taking an oath they should not have taken.
How does the writer describe Musharraf's actions in 1999 and 2007?,"In 1999, he dislodged a sitting prime minister overcome by a spate of madness but was welcomed with immense fanfare. In 2007, he imposed emergency on November 3 without legal basis."
What questions does the writer have and to whom are they directed?,The writer questions whether Musharraf's actions were constitutional and authorized in 2007. They also question the purpose of the CJP recounting Oliver Cromwell's saga and what transpired in his meeting with US Special Envoy Richard Holbrooke.
What are the major sources of failure to think strategically and proceed proactively in matters of national interest?,Lack of political will and absence of unified national outlook.
What does the writer suggest is needed for sound decisions and timely action in a given situation?,A comprehensive environmental analysis is required to focus on the threats and opportunities as well as weaknesses and strengths.
"What are the sources of dissatisfaction for functionaries in most ministries, divisions, and departments?","Financial and nonfinancial benefits to public services should be across the board without discrimination, but this principle is being violated presently and reemployment of favourite retired officers not once but many times is a source of injustice."
What did the people of Pakistan emphasize through their participation in Independence Day celebrations?,The people emphasized one thing loud and clear: they have put behind all their security concerns and want to move forward now.
What contributed to the high turnout of people in Independence Day festivities?,"The government and military's achievements in Malakand and elsewhere in the more volatile tribal belt worked wonders, as evident from the high turnout of the people in these festivities with a sense of relief writ large everywhere the TV camera took its viewers."
Why is it important for the present leadership to address economic disparities on a war footing?,"It is high time that the present leadership address these economic disparities on war footing. Without this, it is not possible to create a national outlook among the people living in different provinces or stakes in the country's unity."
What is the difference between individual freedom in the United States and Pakistan?,The individual freedom which is taken for granted in the US and which enables the American people to question and criticize the inherited wisdom is unimaginable in Pakistan where the individuals creativity and potential for self-development are suppressed from the very beginning under the force of dogmas and clichs.
How does the rule of law differ between the United States and Pakistan?,One is also struck by the rule of law in the American polity in which nobody is above the law and everybody is considered equal in the eyes of law. This is in a marked contrast with the situation in Pakistan where the members of the ruling elite consider themselves to be above the law.
How does Pakistan's performance in exports compare with that of Bangladesh to the United States?,"Whereas Pakistan's exports to the US remained more or less stagnant at about 3577 million in 2007 and 3591 million in 2008, those from Bangladesh increased from 3432 million in 2007 to 3748 million in 2008."
What is the burning issue that needs to be addressed in the Federation of Pakistan?,"The burning issue is the substitution of the present colonial set up with a participatory democracy, the replacement of the overcentralized system with a vibrant federalism and enfranchising of the populace."
